,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity,target
722,10.0,0.084,0.08,0.9968,7.6,15.0,3.21,5.0,2.7,0.59,48.0,0.42,0
733,9.5,0.082,0.34,0.998,7.0,16.0,3.55,5.0,2.7,0.6,72.0,0.45,0
734,9.3,0.075,0.2,0.9987,7.7,9.0,3.48,5.0,2.0,0.62,39.0,0.56,0
738,9.2,0.092,0.23,0.9983,9.0,28.0,3.1,5.0,2.8,0.56,104.0,0.46,0
741,9.5,0.078,0.24,0.99788,9.2,28.0,3.21,5.0,2.6,0.57,139.0,0.53,0
745,9.5,0.07,0.18,0.99768,7.3,12.0,3.52,6.0,2.1,0.73,28.0,0.51,0
746,9.0,0.08,0.38,0.9978,8.2,12.0,3.3,6.0,2.5,0.47,57.0,0.34,0
747,9.4,0.083,0.4,0.99782,8.6,16.0,3.3,5.0,2.6,0.48,68.0,0.33,0
748,9.6,0.071,0.18,0.99761,7.2,12.0,3.52,6.0,2.1,0.72,31.0,0.5,0
749,9.5,0.07,0.18,0.99768,7.3,12.0,3.52,6.0,2.1,0.73,28.0,0.51,0
750,9.5,0.089,0.1,0.99803,8.3,17.0,3.29,5.0,2.9,0.55,40.0,0.65,0
751,9.5,0.089,0.1,0.99803,8.3,17.0,3.29,5.0,2.9,0.55,40.0,0.65,0
752,9.4,0.097,0.13,0.99785,7.6,24.0,3.39,5.0,2.5,0.61,66.0,0.54,0
753,9.5,0.089,0.1,0.99803,8.3,17.0,3.29,5.0,2.9,0.55,40.0,0.65,0
759,9.2,0.092,0.21,0.99823,8.8,33.0,3.19,5.0,2.5,0.52,88.0,0.42,0
760,9.7,0.075,0.25,0.99779,9.0,9.0,3.23,5.0,2.8,0.57,104.0,0.58,0
766,9.4,0.089,0.18,0.99738,8.8,12.0,3.14,5.0,2.9,0.54,74.0,0.59,0
767,9.5,0.103,0.32,0.99938,7.5,13.0,3.45,5.0,2.7,0.62,98.0,0.6,0
772,9.4,0.082,0.27,0.99782,9.5,23.0,3.27,5.0,2.3,0.55,144.0,0.57,0
778,10.5,0.079,0.3,0.99788,8.3,7.0,3.36,5.0,3.4,0.61,34.0,0.43,0
789,9.3,0.099,0.17,0.998,8.6,21.0,3.09,5.0,2.9,0.52,119.0,0.63,0
790,9.7,0.082,0.43,0.99708,7.4,18.0,3.33,6.0,2.6,0.68,82.0,0.37,0
791,9.6,0.084,0.17,0.99818,8.8,25.0,3.23,5.0,2.9,0.54,130.0,0.64,0
797,10.8,0.038,0.44,0.99526,9.3,21.0,3.24,7.0,1.6,0.81,42.0,0.37,0
798,10.7,0.082,0.34,0.9987,9.4,5.0,3.29,6.0,3.6,0.52,14.0,0.5,0
799,10.7,0.082,0.34,0.9987,9.4,5.0,3.29,6.0,3.6,0.52,14.0,0.5,0
800,9.4,0.082,0.08,0.99641,7.2,26.0,3.25,5.0,4.0,0.51,108.0,0.61,0
801,10.0,0.068,0.09,0.99735,8.6,8.0,3.23,5.0,3.3,0.44,17.0,0.55,0
804,9.9,0.084,0.22,0.99682,8.4,4.0,3.26,6.0,2.7,0.57,18.0,0.52,0
805,12.8,0.052,0.4,0.99356,8.2,4.0,3.33,7.0,2.4,0.7,10.0,0.28,0
806,12.5,0.041,0.39,0.99386,8.4,4.0,3.27,7.0,2.0,0.71,10.0,0.25,0
807,12.8,0.052,0.4,0.99356,8.2,4.0,3.33,7.0,2.4,0.7,10.0,0.28,0
809,10.3,0.07,0.31,0.99693,7.6,4.0,3.22,6.0,2.8,0.55,15.0,0.48,0
810,10.5,0.068,0.1,0.99562,7.3,4.0,3.3,5.0,2.6,0.47,14.0,0.49,0
813,11.4,0.102,0.24,0.99462,6.9,4.0,3.44,4.0,2.1,0.58,7.0,0.39,0
822,9.8,0.076,0.13,0.9973,6.7,15.0,3.61,5.0,2.0,0.64,36.0,0.54,0
823,9.8,0.076,0.13,0.9973,6.7,15.0,3.61,5.0,2.0,0.64,36.0,0.54,0
824,10.3,0.068,0.28,0.99682,7.1,6.0,3.24,5.0,2.8,0.53,16.0,0.48,0
825,10.7,0.076,0.14,0.99624,7.1,15.0,3.36,5.0,2.8,0.49,37.0,0.46,0
826,11.0,0.05,0.34,0.9951,7.5,4.0,3.4,7.0,2.3,0.64,8.0,0.27,0
827,10.7,0.076,0.14,0.99624,7.1,15.0,3.36,5.0,2.8,0.49,37.0,0.46,0
829,11.1,0.071,0.08,0.99376,5.9,16.0,3.56,6.0,2.1,0.77,24.0,0.61,0
831,11.1,0.071,0.08,0.99376,5.9,16.0,3.56,6.0,2.1,0.77,24.0,0.61,0
836,11.7,0.012,0.28,0.99064,6.7,36.0,3.26,7.0,2.4,0.39,100.0,0.28,0
837,11.7,0.012,0.28,0.99064,6.7,36.0,3.26,7.0,2.4,0.39,100.0,0.28,0
839,10.0,0.092,0.04,0.99647,6.0,13.0,3.46,5.0,2.2,0.47,26.0,0.5,0
845,9.8,0.081,0.21,0.99689,6.4,14.0,3.59,5.0,1.8,0.66,31.0,0.64,0
846,9.8,0.081,0.21,0.99689,6.4,14.0,3.59,5.0,1.8,0.66,31.0,0.64,0
848,9.8,0.081,0.21,0.99689,6.4,14.0,3.59,5.0,1.8,0.66,31.0,0.64,0
849,9.8,0.08,0.21,0.99689,6.4,12.0,3.58,5.0,1.6,0.66,32.0,0.63,0
850,9.5,0.085,0.44,0.99708,9.3,9.0,3.28,5.0,1.9,0.55,22.0,0.43,0
851,9.5,0.085,0.44,0.99708,9.3,9.0,3.28,5.0,1.9,0.55,22.0,0.43,0
853,10.9,0.08,0.39,0.99652,9.3,41.0,3.47,6.0,1.5,0.73,55.0,0.36,0
854,10.9,0.08,0.39,0.99652,9.3,41.0,3.47,6.0,1.5,0.73,55.0,0.36,0
856,10.9,0.08,0.39,0.99652,9.3,41.0,3.47,6.0,1.5,0.73,55.0,0.36,0
857,11.3,0.073,0.34,0.99594,8.2,16.0,3.4,7.0,2.5,0.78,47.0,0.26,0
859,11.2,0.074,0.22,0.99438,6.8,15.0,3.4,6.0,1.8,0.82,24.0,0.56,0
860,9.5,0.077,0.06,0.99746,7.2,15.0,3.51,5.0,2.7,0.54,85.0,0.62,0
862,10.4,0.067,0.32,0.99628,7.5,7.0,3.24,5.0,2.7,0.44,25.0,0.42,0
863,9.7,0.078,0.06,0.99746,7.2,17.0,3.51,5.0,2.5,0.53,84.0,0.62,0
864,9.5,0.077,0.06,0.99746,7.2,15.0,3.51,5.0,2.7,0.54,85.0,0.62,0
865,9.7,0.077,0.07,0.99748,7.2,16.0,3.51,5.0,2.6,0.54,86.0,0.635,0
866,11.3,0.071,0.22,0.99438,6.8,13.0,3.41,6.0,2.3,0.83,24.0,0.49,0
867,11.2,0.072,0.23,0.99438,6.9,13.0,3.4,6.0,2.0,0.84,22.0,0.51,0
868,11.2,0.074,0.22,0.99438,6.8,15.0,3.4,6.0,1.8,0.82,24.0,0.56,0
872,10.0,0.067,0.24,0.99576,7.3,28.0,3.43,4.0,2.0,0.54,48.0,0.35,0
873,11.1,0.067,0.37,0.99552,9.1,6.0,3.23,7.0,1.6,0.58,10.0,0.21,0
878,10.0,0.094,0.19,0.99787,8.8,30.0,3.22,6.0,4.0,0.5,69.0,0.61,0
879,9.5,0.076,0.04,0.99745,7.2,18.0,3.53,5.0,2.5,0.55,88.0,0.6,0
880,9.9,0.078,0.18,0.99576,9.2,10.0,3.15,5.0,1.6,0.49,21.0,0.56,0
883,9.5,0.076,0.04,0.99745,7.2,18.0,3.53,5.0,2.5,0.55,88.0,0.6,0
884,10.0,0.094,0.19,0.99787,8.8,30.0,3.22,6.0,4.0,0.5,69.0,0.61,0
890,10.1,0.071,0.24,0.99576,7.2,30.0,3.44,5.0,2.0,0.58,52.0,0.34,0
896,12.5,0.078,0.39,0.99444,8.3,17.0,3.31,7.0,2.4,0.77,43.0,0.31,0
898,12.5,0.078,0.39,0.99444,8.3,17.0,3.31,7.0,2.4,0.77,43.0,0.31,0
900,11.8,0.056,0.36,0.99562,8.9,10.0,3.4,5.0,2.6,0.69,39.0,0.31,0
901,10.8,0.08,0.1,0.99736,7.4,16.0,3.58,7.0,2.4,0.69,33.0,0.635,0
902,10.8,0.08,0.1,0.99736,7.4,16.0,3.58,7.0,2.4,0.69,33.0,0.635,0
903,10.8,0.06,0.06,0.9962,6.8,11.0,3.41,7.0,6.0,0.59,18.0,0.59,0
904,10.8,0.06,0.06,0.9962,6.8,11.0,3.41,7.0,6.0,0.59,18.0,0.59,0
905,9.5,0.081,0.2,0.998,9.2,15.0,3.23,5.0,3.0,0.59,115.0,0.58,0
906,11.0,0.084,0.27,0.9964,7.2,12.0,3.39,5.0,2.6,0.71,78.0,0.54,0
908,10.8,0.078,0.13,0.99528,7.4,34.0,3.43,6.0,2.4,0.59,61.0,0.52,0
909,11.5,0.059,0.39,0.99331,7.3,7.0,3.29,6.0,1.2,0.52,11.0,0.305,0
913,12.2,0.094,0.46,0.99639,9.4,3.0,3.27,7.0,4.6,0.64,10.0,0.395,0
914,11.5,0.059,0.39,0.99331,7.3,7.0,3.29,6.0,1.2,0.52,11.0,0.305,0
915,11.9,0.079,0.4,0.99512,8.6,3.0,3.27,6.0,2.2,0.67,6.0,0.315,0
917,10.1,0.084,0.31,0.99824,6.8,26.0,3.38,6.0,8.8,0.64,45.0,0.41,0
918,11.0,0.081,0.32,0.9964,8.4,32.0,3.3,6.0,2.2,0.72,79.0,0.36,0
920,10.5,0.091,0.37,0.99786,9.6,10.0,3.24,5.0,2.3,0.56,23.0,0.41,0
921,11.0,0.081,0.32,0.9964,8.4,32.0,3.3,6.0,2.2,0.72,79.0,0.36,0
923,10.1,0.084,0.31,0.99824,6.8,26.0,3.38,6.0,8.8,0.64,45.0,0.41,0
924,11.2,0.055,0.27,0.99516,8.6,14.0,3.18,5.0,2.3,0.8,28.0,0.47,0
928,11.2,0.055,0.27,0.99516,8.6,14.0,3.18,5.0,2.3,0.8,28.0,0.47,0
929,12.0,0.063,0.38,0.99468,8.7,10.0,3.3,7.0,3.3,0.73,19.0,0.33,0
932,9.5,0.078,0.29,0.9971,7.6,29.0,3.45,6.0,1.9,0.59,66.0,0.4,0
935,11.8,0.06,0.38,0.99543,8.8,19.0,3.39,6.0,2.3,0.72,72.0,0.3,0
936,11.8,0.06,0.38,0.99543,8.8,19.0,3.39,6.0,2.3,0.72,72.0,0.3,0
938,12.9,0.068,0.38,0.99356,7.2,23.0,3.34,7.0,2.8,0.72,42.0,0.38,0
939,11.4,0.073,0.17,0.99425,6.2,7.0,3.61,5.0,1.6,0.54,11.0,0.46,0
940,12.4,0.074,0.52,0.99509,9.6,13.0,3.36,7.0,2.2,0.76,25.0,0.33,0
944,12.1,0.09,0.49,0.99498,8.3,11.0,3.27,7.0,3.8,0.64,24.0,0.3,0
947,12.4,0.093,0.48,0.99408,8.3,6.0,3.26,7.0,2.1,0.62,12.0,0.28,0
948,11.9,0.075,0.45,0.99552,8.9,10.0,3.41,7.0,1.8,0.76,21.0,0.12,0
949,11.9,0.075,0.45,0.99552,8.9,10.0,3.41,7.0,1.8,0.76,21.0,0.12,0
950,11.9,0.075,0.45,0.99552,8.9,10.0,3.41,7.0,1.8,0.76,21.0,0.12,0
951,12.4,0.093,0.48,0.99408,8.3,6.0,3.26,7.0,2.1,0.62,12.0,0.28,0
952,11.2,0.058,0.4,0.99536,8.2,6.0,3.31,7.0,2.2,0.68,10.0,0.31,0
954,12.2,0.082,0.4,0.99538,7.6,6.0,3.44,6.0,2.7,0.54,11.0,0.43,0
955,10.4,0.09,0.52,0.99648,8.5,9.0,3.36,5.0,1.9,0.67,23.0,0.21,0
957,11.1,0.088,0.52,0.99613,9.5,12.0,3.29,6.0,2.0,0.58,51.0,0.37,0
959,10.0,0.089,0.05,0.99735,8.0,12.0,3.36,5.0,2.0,0.61,32.0,0.59,0
960,11.1,0.058,0.27,0.99518,8.5,18.0,3.16,6.0,1.9,0.85,38.0,0.47,0
961,9.3,0.078,0.14,0.99592,7.1,7.0,3.27,5.0,1.6,0.62,18.0,0.56,0
963,11.2,0.1,0.39,0.99546,8.8,20.0,3.15,6.0,2.0,0.69,27.0,0.27,0
964,11.1,0.058,0.27,0.99518,8.5,18.0,3.16,6.0,1.9,0.85,38.0,0.47,0
966,11.9,0.103,0.41,0.99604,9.0,6.0,3.13,7.0,2.4,0.58,10.0,0.38,0
968,12.2,0.068,0.43,0.9943,9.0,29.0,3.2,6.0,2.4,0.6,46.0,0.4,0
969,10.2,0.079,0.09,0.99669,6.7,7.0,3.46,5.0,2.9,0.61,22.0,0.56,0
973,10.7,0.079,0.44,0.99605,8.5,6.0,3.52,5.0,1.7,0.63,12.0,0.34,0
974,12.1,0.073,0.41,0.99658,8.8,7.0,3.3,7.0,5.9,0.62,13.0,0.33,0
975,9.4,0.083,0.3,0.997,7.2,35.0,3.44,5.0,2.1,0.52,72.0,0.41,0
976,9.4,0.083,0.3,0.997,7.2,35.0,3.44,5.0,2.1,0.52,72.0,0.41,0
978,11.3,0.061,0.32,0.99416,7.0,9.0,3.28,7.0,3.6,0.49,29.0,0.4,0
980,10.5,0.065,0.3,0.99774,9.1,8.0,3.32,6.0,1.9,0.71,17.0,0.5,0
982,12.9,0.07,0.32,0.99418,7.3,51.0,3.34,6.0,2.1,0.82,70.0,0.52,0
983,10.5,0.065,0.3,0.99774,9.1,8.0,3.32,6.0,1.9,0.71,17.0,0.5,0
987,9.4,0.08,0.3,0.99693,7.1,35.0,3.44,5.0,1.6,0.5,70.0,0.36,0
988,9.4,0.097,0.12,0.99596,7.7,19.0,3.16,5.0,1.7,0.49,27.0,0.39,0
990,9.4,0.097,0.12,0.99596,7.7,19.0,3.16,5.0,1.7,0.49,27.0,0.39,0
991,9.4,0.082,0.28,0.99694,7.1,31.0,3.45,5.0,2.0,0.48,68.0,0.34,0
992,9.4,0.076,0.1,0.99554,6.5,30.0,3.36,6.0,2.0,0.48,47.0,0.4,0
993,9.4,0.082,0.28,0.99694,7.1,31.0,3.45,5.0,2.0,0.48,68.0,0.34,0
995,10.1,0.079,0.06,0.99697,7.7,19.0,3.39,6.0,2.0,0.62,41.0,0.6,0
1000,11.5,0.062,0.3,0.99495,7.5,6.0,3.44,7.0,2.2,0.72,12.0,0.43,0
1002,11.7,0.063,0.33,0.99516,9.1,13.0,3.26,7.0,2.05,0.84,27.0,0.29,0
1003,12.8,0.067,0.32,0.9928,6.8,4.0,3.36,7.0,1.8,0.55,8.0,0.36,0
1004,10.3,0.081,0.29,0.99603,8.2,27.0,3.25,5.0,1.6,0.54,45.0,0.43,0
1005,12.8,0.067,0.32,0.9928,6.8,4.0,3.36,7.0,1.8,0.55,8.0,0.36,0
1006,11.7,0.063,0.33,0.99516,9.1,13.0,3.26,7.0,2.05,0.84,27.0,0.29,0
1007,11.7,0.064,0.34,0.99516,9.1,12.0,3.26,7.0,2.0,0.84,25.0,0.3,0
1010,12.3,0.067,0.45,0.99354,8.9,7.0,3.25,7.0,1.7,0.55,12.0,0.28,0
1011,10.4,0.088,0.31,0.9957,8.9,12.0,3.17,6.0,2.0,0.55,19.0,0.32,0
1016,12.6,0.068,0.4,0.99486,8.9,12.0,3.27,7.0,2.2,0.75,28.0,0.38,0
1017,12.7,0.049,0.37,0.99007,8.0,36.0,2.89,6.0,0.9,0.44,109.0,0.18,0
1018,12.7,0.049,0.37,0.99007,8.0,36.0,2.89,6.0,0.9,0.44,109.0,0.18,0
1019,10.4,0.078,0.14,0.99636,7.0,10.0,3.53,5.0,1.8,0.61,23.0,0.5,0
1022,10.5,0.062,0.09,0.99584,7.0,4.0,3.35,5.0,2.1,0.54,9.0,0.51,0
1023,12.3,0.098,0.42,0.99506,8.2,3.0,3.27,6.0,2.3,0.55,9.0,0.32,0
1026,12.6,0.066,0.32,0.99364,7.9,14.0,3.41,6.0,1.9,0.56,36.0,0.31,0
1028,10.1,0.075,0.21,0.99586,7.2,41.0,3.37,6.0,2.5,0.54,68.0,0.34,0
1033,10.4,0.089,0.08,0.99592,7.5,14.0,3.3,6.0,2.6,0.59,27.0,0.57,0
1036,12.5,0.082,0.34,0.99356,7.6,26.0,3.22,7.0,2.5,0.59,35.0,0.31,0
1038,12.6,0.078,0.41,0.9953,8.7,25.0,3.24,7.0,6.2,0.77,42.0,0.41,0
1039,11.1,0.088,0.21,0.99692,8.9,21.0,3.33,6.0,2.2,0.83,39.0,0.5,0
1041,9.8,0.079,0.19,0.99547,6.9,13.0,3.38,6.0,1.7,0.64,26.0,0.49,0
1042,11.1,0.088,0.21,0.99692,8.9,21.0,3.33,6.0,2.2,0.83,39.0,0.5,0
1043,10.9,0.069,0.41,0.99859,9.5,18.0,3.29,7.0,8.9,0.81,39.0,0.39,0
1044,12.2,0.046,0.33,0.99294,6.4,12.0,3.36,6.0,3.3,0.62,53.0,0.39,0
1047,10.4,0.082,0.17,0.99634,7.1,27.0,3.49,5.0,1.8,0.64,51.0,0.43,0
1048,10.9,0.081,0.36,0.99702,9.3,3.0,3.27,6.0,1.7,0.78,14.0,0.49,0
1049,10.8,0.084,0.36,0.99704,9.3,6.0,3.27,6.0,1.8,0.77,17.0,0.5,0
1050,10.4,0.082,0.17,0.99634,7.1,27.0,3.49,5.0,1.8,0.64,51.0,0.43,0
1052,12.9,0.073,0.05,0.99258,5.6,19.0,3.56,5.0,2.4,0.55,25.0,0.605,0
1053,12.7,0.07,0.42,0.99426,8.3,9.0,3.38,7.0,2.3,0.77,20.0,0.33,0
1054,9.1,0.095,0.27,0.99747,8.2,5.0,3.13,6.0,2.0,0.62,77.0,0.64,0
1055,9.1,0.095,0.27,0.99747,8.2,5.0,3.13,6.0,2.0,0.62,77.0,0.64,0
1056,12.1,0.101,0.53,0.99586,8.9,3.0,3.21,7.0,4.0,0.59,10.0,0.48,0
1057,9.1,0.104,0.25,0.99784,7.6,28.0,3.15,5.0,3.9,0.57,90.0,0.42,0
1059,12.1,0.101,0.53,0.99586,8.9,3.0,3.21,7.0,4.0,0.59,10.0,0.48,0
1062,11.4,0.098,0.44,0.9956,8.0,6.0,3.3,6.0,1.9,0.64,15.0,0.38,0
1065,10.2,0.083,0.18,0.9963,7.7,6.0,3.29,6.0,2.4,0.6,20.0,0.61,0
1066,12.5,0.07,0.08,0.99358,6.6,13.0,3.4,7.0,2.4,0.72,26.0,0.52,0
1069,10.8,0.086,0.35,0.997,8.0,28.0,3.31,5.0,2.8,0.62,52.0,0.62,0
1072,9.5,0.083,0.26,0.9968,7.2,33.0,3.4,6.0,1.8,0.58,75.0,0.35,0
1073,10.7,0.088,0.33,0.9972,8.0,16.0,3.31,6.0,2.7,0.58,37.0,0.62,0
1082,9.5,0.073,0.3,0.99685,7.2,31.0,3.42,6.0,1.8,0.59,70.0,0.38,0
1083,12.0,0.072,0.45,0.99617,8.7,32.0,3.33,6.0,2.4,0.77,59.0,0.42,0
1084,9.5,0.073,0.3,0.99685,7.2,31.0,3.42,6.0,1.8,0.59,70.0,0.38,0
1085,9.6,0.074,0.08,0.99529,6.8,40.0,3.12,5.0,1.8,0.49,64.0,0.48,0
1086,11.6,0.055,0.4,0.99738,8.5,3.0,3.38,7.0,4.7,0.66,9.0,0.34,0
1087,11.2,0.057,0.42,0.994,7.9,18.0,3.29,6.0,1.6,0.69,30.0,0.19,0
1091,11.4,0.086,0.42,0.99546,7.9,8.0,3.35,6.0,2.0,0.6,19.0,0.34,0
1092,11.5,0.081,0.09,0.99479,7.0,10.0,3.43,6.0,2.0,0.59,16.0,0.54,0
1095,10.5,0.087,0.47,0.99772,9.4,6.0,3.15,5.0,2.5,0.5,20.0,0.4,0
1097,9.4,0.096,0.38,0.99666,8.6,5.0,3.2,5.0,1.5,0.52,18.0,0.52,0
1099,9.4,0.096,0.38,0.99666,8.6,5.0,3.2,5.0,1.5,0.52,18.0,0.52,0
1100,12.4,0.072,0.42,0.99392,8.4,23.0,3.11,6.0,2.1,0.78,36.0,0.34,0
1101,12.0,0.071,0.27,0.99388,7.4,14.0,3.35,6.0,2.1,0.63,25.0,0.49,0
1102,11.2,0.078,0.09,0.99402,6.1,18.0,3.45,6.0,1.7,0.54,30.0,0.48,0
1103,12.0,0.071,0.27,0.99388,7.4,14.0,3.35,6.0,2.1,0.63,25.0,0.49,0
1104,12.4,0.073,0.34,0.9936,8.0,16.0,3.28,6.0,2.2,0.66,25.0,0.48,0
1105,12.8,0.048,0.28,0.99374,6.3,13.0,3.41,5.0,2.1,0.6,49.0,0.57,0
1106,12.3,0.069,0.42,0.99376,8.2,9.0,3.21,6.0,1.9,0.54,17.0,0.23,0
1107,11.7,0.068,0.41,0.99523,9.1,10.0,3.27,7.0,2.0,0.85,24.0,0.3,0
1112,11.0,0.056,0.41,0.99396,7.9,6.0,3.29,6.0,1.5,0.71,35.0,0.33,0
1113,9.5,0.074,0.39,0.99698,8.9,3.0,3.12,6.0,1.6,0.59,10.0,0.24,0
1114,13.6,0.046,0.5,0.9902,5.0,29.0,3.49,6.0,4.3,0.66,80.0,0.4,0
1118,13.3,0.065,0.12,0.99252,7.1,14.0,3.3,6.0,2.1,0.53,24.0,0.39,0
1125,11.3,0.055,0.35,0.99394,8.8,13.0,3.14,7.0,1.7,0.59,27.0,0.24,0
1126,13.5,0.063,0.26,0.9915,5.8,3.0,3.39,6.0,1.7,0.54,11.0,0.29,0
1131,9.5,0.045,0.21,0.99341,5.9,57.0,3.32,5.0,1.7,0.44,135.0,0.19,0
1133,11.2,0.089,0.07,0.99684,7.2,10.0,3.37,7.0,5.5,0.68,18.0,0.48,0
1134,11.8,0.061,0.35,0.99524,8.5,6.0,3.3,7.0,1.7,0.74,15.0,0.28,0
1135,11.9,0.067,0.43,0.9946,8.0,22.0,3.38,6.0,1.7,0.6,50.0,0.25,0
1138,9.1,0.104,0.15,0.99786,7.5,29.0,3.14,5.0,3.7,0.58,94.0,0.41,0
1139,9.5,0.079,0.24,0.99764,8.2,16.0,3.34,6.0,2.0,0.64,86.0,0.51,0
1140,9.5,0.08,0.3,0.9969,7.3,33.0,3.41,6.0,1.7,0.65,79.0,0.4,0
1141,11.0,0.08,0.32,0.99624,8.2,24.0,3.27,6.0,2.5,0.85,71.0,0.38,0
1142,11.4,0.043,0.11,0.99354,6.9,6.0,3.3,6.0,2.4,0.65,12.0,0.45,0
1143,10.0,0.065,0.3,0.99672,7.0,16.0,3.61,6.0,1.8,0.82,20.0,0.22,0
1144,10.1,0.066,0.23,0.99588,7.3,35.0,3.43,5.0,2.3,0.62,70.0,0.32,0
1145,10.4,0.076,0.43,0.99672,8.2,31.0,3.53,6.0,2.5,0.81,51.0,0.2,0
1148,11.6,0.086,0.42,0.99526,7.8,9.0,3.39,6.0,2.0,0.66,21.0,0.39,0
1150,12.8,0.067,0.32,0.99473,8.2,4.0,3.3,7.0,2.8,0.76,12.0,0.33,0
1151,12.5,0.044,0.23,0.99352,6.1,16.0,3.46,6.0,2.5,0.65,70.0,0.58,0
1153,11.1,0.083,0.35,0.99622,9.6,17.0,3.23,6.0,2.1,0.66,38.0,0.42,0
1156,11.8,0.071,0.51,0.99524,8.5,45.0,3.33,7.0,1.75,0.76,88.0,0.18,0
1161,10.2,0.076,0.43,0.99551,8.8,12.0,3.21,6.0,1.4,0.75,21.0,0.45,0
1162,11.8,0.075,0.42,0.99434,8.5,12.0,3.14,7.0,2.3,0.71,19.0,0.32,0
1168,12.0,0.067,0.27,0.99384,6.5,8.0,3.21,6.0,2.8,0.56,44.0,0.34,0
1169,11.5,0.086,0.29,0.99502,7.6,5.0,3.32,6.0,2.3,0.62,14.0,0.5,0
1170,10.5,0.062,0.34,0.99667,9.2,5.0,3.2,6.0,1.6,0.67,12.0,0.36,0
1173,9.5,0.079,0.31,0.99716,7.6,26.0,3.46,6.0,1.7,0.62,65.0,0.36,0
1174,9.5,0.079,0.31,0.99716,7.6,26.0,3.46,6.0,1.7,0.62,65.0,0.36,0
1179,11.0,0.076,0.33,0.99599,8.2,11.0,3.27,6.0,2.4,0.81,47.0,0.35,0
1180,11.0,0.076,0.33,0.99599,8.2,11.0,3.27,6.0,2.4,0.81,47.0,0.35,0
1184,10.9,0.08,0.23,0.99538,6.7,11.0,3.36,5.0,2.1,0.7,119.0,0.64,0
1185,11.9,0.085,0.3,0.99346,7.0,6.0,3.33,6.0,2.0,0.46,39.0,0.43,0
1187,11.9,0.085,0.3,0.99346,7.0,6.0,3.33,6.0,2.0,0.46,39.0,0.43,0
1188,10.9,0.08,0.23,0.99538,6.7,11.0,3.36,5.0,2.1,0.7,119.0,0.64,0
1190,12.5,0.08,0.57,0.99652,9.1,6.0,3.28,6.0,4.6,0.57,20.0,0.4,0
1192,12.4,0.063,0.37,0.99439,7.2,11.0,3.52,7.0,2.5,0.8,41.0,0.25,0
1195,9.5,0.078,0.22,0.99633,6.2,21.0,3.52,6.0,1.8,0.6,56.0,0.43,0
1196,9.5,0.076,0.23,0.99686,7.9,23.0,3.21,6.0,2.3,0.58,94.0,0.58,0
1197,9.8,0.069,0.21,0.99458,7.7,4.0,3.16,6.0,1.5,0.54,9.0,0.57,0
1198,10.9,0.052,0.26,0.9951,7.7,19.0,3.15,6.0,2.0,0.79,77.0,0.26,0
1199,9.5,0.076,0.23,0.99686,7.9,23.0,3.21,6.0,2.3,0.58,94.0,0.58,0
1200,9.8,0.069,0.21,0.99458,7.7,4.0,3.16,6.0,1.5,0.54,9.0,0.57,0
1201,11.2,0.065,0.36,0.99419,7.9,5.0,3.27,7.0,1.9,0.54,10.0,0.34,0
1204,11.0,0.074,0.46,0.99534,7.2,24.0,3.4,7.0,2.1,0.85,44.0,0.36,0
1205,11.0,0.074,0.46,0.99534,7.2,24.0,3.4,7.0,2.1,0.85,44.0,0.36,0
1206,11.0,0.074,0.46,0.99534,7.2,24.0,3.4,7.0,2.1,0.85,44.0,0.36,0
1208,11.0,0.074,0.46,0.99534,7.2,24.0,3.4,7.0,2.1,0.85,44.0,0.36,0
1211,9.3,0.076,0.15,0.9957,6.6,22.0,3.32,5.0,2.1,0.62,53.0,0.44,0
1213,10.5,0.071,0.42,0.99659,9.6,5.0,3.15,6.0,1.9,0.75,13.0,0.38,0
1215,11.3,0.095,0.46,0.99488,8.8,20.0,3.26,6.0,2.1,0.56,29.0,0.27,0
1216,9.5,0.079,0.31,0.99677,7.9,10.0,3.29,6.0,2.0,0.69,79.0,0.57,0
1217,12.0,0.057,0.37,0.99408,8.2,43.0,3.23,6.0,1.9,0.81,74.0,0.34,0
1218,10.6,0.082,0.31,0.996,8.2,8.0,3.24,6.0,1.9,0.69,24.0,0.4,0
1219,10.9,0.044,0.4,0.99478,9.0,25.0,3.2,6.0,1.3,0.83,50.0,0.39,0
1222,9.6,0.078,0.22,0.99678,8.1,33.0,3.26,6.0,2.2,0.46,89.0,0.53,0
1225,9.4,0.091,0.23,0.99922,9.2,18.0,3.15,5.0,2.6,0.51,77.0,0.46,0
1227,9.6,0.104,0.25,0.99769,9.0,8.0,3.27,5.0,2.0,0.72,21.0,0.58,0
1229,9.5,0.075,0.29,0.99718,7.6,19.0,3.4,5.0,2.1,0.64,66.0,0.43,0
1230,11.8,0.066,0.34,0.9947,7.7,15.0,3.37,6.0,2.7,0.78,58.0,0.18,0
1232,9.5,0.075,0.29,0.99718,7.6,19.0,3.4,5.0,2.1,0.64,66.0,0.43,0
1235,11.5,0.054,0.32,0.99572,6.0,6.0,3.3,4.0,12.9,0.56,113.0,0.33,0
1240,9.3,0.076,0.2,0.99494,7.5,36.0,3.1,5.0,1.7,0.4,60.0,0.61,0
1242,12.2,0.058,0.41,0.99414,9.0,15.0,3.22,6.0,2.0,0.6,40.0,0.4,0
